gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
5829,108,1,1,110,1,1,119,1,1,118,1,1,121,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5830,158,1,1,156,1,1,178,1,1,184,1,1,375,2,2,423,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,487.0,2.0,Broye-Vully,2.0, ,3.0,2,2.0,2
5831, , , , , , , , , , , , , , , ,2961,5,5, , , , , ,22, , , , , ,2,2222.0,22.0,3362.0,2.0,Broye-Vully,2.0,1,2.0,2,2.0,1
5841,3110,5,5, , , , , , ,3089,5,5,3168,5,5,3474,5,5,22,22,22,22,22,22,2,2, ,2,2,2,2230.0,22.0,3564.0,2.0,Riviera-Pays-d'Enhaut,0.0,2300,-99.0,1,-99.0,1
5842,479,2,2, , , ,477,2,2,495,2,2,507,3,3,544,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,532.0,2.0,Riviera-Pays-d'Enhaut,0.0,1,0.0,1,0.0,1
5843,827,3,3,907,3,3,924,3,3,922,3,3,910,3,3,895,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,829.0,2.0,Riviera-Pays-d'Enhaut,1.0, ,5.0,2,1.0,2
5851,398,2,2,406,2,2,377,2,2,390,2,2,395,2,2,434,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2227.0,22.0,424.0,2.0,Morges,2.0,2,99.0,2,99.0,2
5852,271,2,2, , , , , , ,372,2,2,484,2,2,487,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,504.0,2.0,Nyon,2.0, ,99.0,2,1.0,1
5853,461,2,2,464,2,2,463,2,2,653,3,3,721,3,3,768,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,766.0,2.0,Nyon,2.0, ,99.0,1,1.0,1
5854,287,2,2, , , , , , ,289,2,2,335,2,2,359,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,414.0,2.0,Nyon,0.0, ,-99.0,4,2.0,2
5855,345,2,2,364,2,2, , , ,467,2,2,552,3,3,639,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,626.0,2.0,Nyon,2.0,1,99.0,1,1.0, 
5856,436,2,2, , , , , , ,535,3,3,647,3,3,695,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,743.0,2.0,Nyon,0.0,1,0.0, ,0.0,2
5857,693,3,3,710,3,3,719,3,3,845,3,3,926,3,3,1235,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1446.0,2.0,Nyon,2.0, ,99.0,1,1.0,1
5858,323,2,2, , , ,369,2,2,471,2,2,498,2,2,624,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,614.0,2.0,Nyon,1.0,5,3.0,1,2.0,5
5859,1575,4,4,1559,4,4,1673,4,4,1865,4,4,2306,5,5,2692,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,2767.0,2.0,Nyon,2.0,1,-99.0,1,1.0,2
5860,992,3,3, , , , , , ,1222,4,4,1274,4,4,1459,4,4,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,1547.0,2.0,Nyon,2.0,1,4.0,1,1.0,2
5861,3646,5,5,3800,5,5,3983,5,5,4469,5,5,5394,6,6,6167,6,6,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,6322.0,2.0,Nyon,2.0, ,4.0,1,1.0,2
5862,179,1,1,191,1,1, , , ,215,1,1,210,1,1,236,1,1,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,249.0,2.0,Nyon,2.0,1,4.0,4,1.0, 
5863,206,1,1,225,1,1,256,2,2,286,2,2,324,2,2,352,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,379.0,2.0,Nyon,2.0,8,5.0,1,1.0,2
5871,1077,4,4, , , ,1204,4,4,1258,4,4,1287,4,4,1467,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,1534.0,2.0,Jura-Nord vaudois,2.0, ,99.0,2,1.0,2
5872,4328,5,5,4322,5,5,4289,5,5,4062,5,5,4206,5,5,4669,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,4603.0,2.0,Jura-Nord vaudois,2.0,2,4.0,1,1.0,1
5873,750,3,3,800,3,3,805,3,3,832,3,3,813,3,3,873,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,886.0,2.0,Jura-Nord vaudois,2.0,4,99.0,5,99.0,1
5881,4239,5,5, , , , , , ,5210,6,6,5553,6,6,6122,6,6,22,22,22,22,22,22,2,2, ,2,2,2,,,,,,, ,, ,, 
5882,2150,5,5, , , ,2331,5,5,2686,5,5,2810,5,5,2908,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,3186.0,2.0,Riviera-Pays-d'Enhaut,2.0,9,1.0,2,1.0,1
5883,2146,5,5, , , ,2101,5,5,2092,5,5,2071,5,5,2220,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,2303.0,2.0,Riviera-Pays-d'Enhaut,2.0,3,99.0,2,1.0,5
5884,3282,5,5, , , ,3130,5,5,3083,5,5,3198,5,5,3420,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,3362.0,2.0,Riviera-Pays-d'Enhaut,0.0,2,0.0,5,0.0,5
5885,1133,4,4, , , ,1269,4,4,1306,4,4,1429,4,4,1488,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,1842.0,2.0,Riviera-Pays-d'Enhaut,2.0,4,5.0,2,1.0,5
5886,22917,8,8,22081,8,8,21330,8,8,22851,8,8,24520,8,8,26630,8,8,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,26230.0,2.0,Riviera-Pays-d'Enhaut,2.0,1,-99.0,1,99.0,1
5888,3578,5,5, , , ,3877,5,5,4328,5,5,4754,5,5,5126,6,6,22,22,22,22,22,22,2,2,2,2,2,2,,,,,,,1,,2,,5
5889,10197,7,7, , , ,10059,7,7,10437,7,7,10681,7,7,11651,7,7,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,12382.0,2.0,Riviera-Pays-d'Enhaut,2.0,3,4.0,3,1.0,5
5890,15968,7,7, , , ,15666,7,7,16329,7,7,17676,7,7,19778,7,7,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,19738.0,2.0,Riviera-Pays-d'Enhaut,0.0,3,99.0,4,1.0,3
5891,793,3,3, , , ,838,3,3,803,3,3,797,3,3,873,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2230.0,22.0,975.0,2.0,Riviera-Pays-d'Enhaut,2.0, ,-99.0, ,1.0, 
5901,40,1,1, , , ,45,1,1,44,1,1, , , , , , ,22,22,22,22, , ,2,2,2,2, , ,,,,,,, ,, ,, 
5902,190,1,1,205,1,1,208,1,1,269,2,2,276,2,2,368,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,435.0,2.0,Jura-Nord vaudois,2.0,11,4.0,1,1.0,1
5903,164,1,1,170,1,1,166,1,1,169,1,1,159,1,1,230,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,247.0,2.0,Jura-Nord vaudois,1.0, ,99.0, ,99.0, 
5904,406,2,2, , , ,444,2,2,558,3,3,574,3,3,547,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,567.0,2.0,Jura-Nord vaudois,1.0,1,3.0,1,1.0,1
5905,296,2,2,302,2,2,287,2,2,326,2,2,355,2,2,651,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,727.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5906,67,1,1,78,1,1,89,1,1,100,1,1,105,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5907,232,1,1,229,1,1,216,1,1,235,1,1,264,2,2,300,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,316.0,2.0,Jura-Nord vaudois,0.0, ,-99.0,1,-99.0,1
5908,110,1,1,107,1,1,101,1,1,102,1,1,109,1,1,139,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,162.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5909,534,3,3,527,3,3,531,3,3,495,2,2,489,2,2,669,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,735.0,2.0,Jura-Nord vaudois,0.0,1,0.0,2,0.0,3
5910,297,2,2, , , ,306,2,2,327,2,2,310,2,2,376,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,410.0,2.0,Jura-Nord vaudois,0.0,1,0.0,1,0.0,5
5911,166,1,1, , , ,176,1,1,176,1,1,166,1,1,238,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,237.0,2.0,Jura-Nord vaudois,2.0,1,99.0,1,1.0,1
5912,118,1,1,116,1,1,129,1,1,134,1,1,127,1,1,126,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,167.0,2.0,Jura-Nord vaudois,2.0,1,99.0,1,2.0,1
5913,315,2,2, , , ,346,2,2,332,2,2,583,3,3,782,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,905.0,2.0,Jura-Nord vaudois,2.0,1,2.0,1,2.0,1
5914,251,2,2,291,2,2,299,2,2,321,2,2,324,2,2,351,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,372.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5915,119,1,1,136,1,1, , , ,122,1,1,118,1,1, , , ,22,22,22,22,22, ,2,2, ,2,2, ,,,,,,, ,, ,, 
5916,99,1,1,95,1,1,105,1,1,127,1,1,138,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5917,89,1,1,96,1,1, , , ,124,1,1, , , , , , ,22,22,22,22, , ,2,2, ,2, , ,,,,,,, ,, ,, 
5918,132,1,1,126,1,1,142,1,1,158,1,1,165,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5919,383,2,2,393,2,2,432,2,2,498,2,2,556,3,3,615,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,684.0,2.0,Jura-Nord vaudois,2.0, ,99.0, ,99.0,1
5920,43,1,1,50,1,1,54,1,1,75,1,1, , , , , , ,22,22,22,22, , ,2,2,2,2, , ,,,,,,, ,, ,, 
5921,188,1,1,187,1,1,188,1,1,189,1,1,204,1,1,218,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,259.0,2.0,Jura-Nord vaudois,2.0,3,2.0,1,2.0,5
5922,530,3,3,583,3,3,632,3,3,630,3,3,658,3,3,734,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,772.0,2.0,Jura-Nord vaudois,0.0,1,0.0,2,0.0,2
5923,163,1,1, , , ,159,1,1,171,1,1,166,1,1,186,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2223.0,22.0,203.0,2.0,Gros-de-Vaud,2.0,2,99.0,2,99.0,2
5924,187,1,1,199,1,1,205,1,1,230,1,1,245,1,1,292,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,406.0,2.0,Jura-Nord vaudois,2.0, ,-99.0,3,2.0, 
5925,201,1,1, , , ,203,1,1,214,1,1,205,1,1,201,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,208.0,2.0,Jura-Nord vaudois,1.0,1,2.0,2,2.0,3
5926,488,2,2,480,2,2,481,2,2,599,3,3,617,3,3,760,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,864.0,2.0,Jura-Nord vaudois,2.0, ,-99.0,5,2.0,5
5927,127,1,1,133,1,1, , , ,134,1,1,128,1,1, , , ,22,22,22,22,22, ,2,2, ,2,2, ,,,,,,, ,, ,, 
5928,90,1,1,85,1,1,120,1,1,88,1,1,134,1,1,171,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,194.0,2.0,Jura-Nord vaudois,0.0,1,0.0,3,0.0,1
5929,275,2,2,300,2,2, , , ,347,2,2,401,2,2,606,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,671.0,2.0,Jura-Nord vaudois,2.0,1,2.0,2,1.0,3
5930,177,1,1,164,1,1,157,1,1,179,1,1,172,1,1,199,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,219.0,2.0,Jura-Nord vaudois,2.0, ,99.0,1,99.0,1
5931,257,2,2, , , , , , ,466,2,2,483,2,2,445,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,521.0,2.0,Jura-Nord vaudois,2.0,1,99.0,1,2.0,1
5932,174,1,1,165,1,1,171,1,1,187,1,1,197,1,1,210,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,231.0,2.0,Jura-Nord vaudois,2.0,1,99.0,3,99.0, 
5933,479,2,2,521,3,3,531,3,3,569,3,3,642,3,3,692,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,703.0,2.0,Jura-Nord vaudois,0.0,1,3.0, ,1.0,1
5934,189,1,1,183,1,1,167,1,1,214,1,1,228,1,1,247,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,241.0,2.0,Jura-Nord vaudois,0.0,1,-99.0,2,-99.0, 
5935,41,1,1, , , , , , ,63,1,1,84,1,1,105,1,1,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,91.0,2.0,Jura-Nord vaudois,2.0, ,4.0, ,99.0, 
5936,37,1,1,40,1,1, , , ,50,1,1,50,1,1, , , ,22,22,22,22,22, ,2,2, ,2,2, ,,,,,,, ,, ,, 
5937,106,1,1,82,1,1,102,1,1,104,1,1,119,1,1,134,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,137.0,2.0,Jura-Nord vaudois,2.0,1,99.0,1,2.0,1
5938,22758,8,8, , , , , , ,24016,8,8,25815,8,8,29968,8,8,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,29827.0,2.0,Jura-Nord vaudois,2.0,2,99.0,2,2.0,2
5939,1913,4,4,2057,5,5,2175,5,5,2362,5,5,2453,5,5,3250,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,3529.0,2.0,Jura-Nord vaudois,2.0, ,99.0, ,99.0, 
6001,209,1,1,224,1,1,223,1,1,217,1,1,220,1,1, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6002,10602,7,7,11100,7,7,11597,7,7,11928,7,7,12162,7,7,13156,7,7,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,13642.0,1.0,Brig,0.0, ,-99.0,3,2.0,2
6004,371,2,2,400,2,2,400,2,2,358,2,2,345,2,2,340,2,2,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,317.0,1.0,Brig,0.0,8,0.0,1,0.0,1
6006,582,3,3,625,3,3,626,3,3,550,3,3,511,3,3, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6007,7252,6,6,7600,6,6,7647,6,6,7818,6,6,8015,6,6,9951,6,6,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,10484.0,1.0,Brig,2.0, ,3.0,5,2.0,5
6008,1423,4,4,1600,4,4,1636,4,4,1722,4,4,1752,4,4,2077,5,5,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,2183.0,1.0,Brig,2.0,1,5.0,3,2.0,2
6009,308,2,2,390,2,2,374,2,2,367,2,2,345,2,2,309,2,2,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,290.0,1.0,Brig,1.0, ,2.0, ,2.0, 
6010,638,3,3,720,3,3,811,3,3,803,3,3,863,3,3,891,3,3,23,23,23,23,23,23,1,1,1,1,1,1,2301.0,23.0,1152.0,1.0,Brig,0.0,2,0.0,2,0.0,1
6011,152,1,1, , , , , , ,129,1,1,111,1,1,78,1,1,23,23,23,23,23,23,1,1, ,1,1,1,2301.0,23.0,73.0,1.0,Brig,1.0,1,1.0,5,1.0,2
6021,2046,5,5,2300,5,5,2309,5,5,2276,5,5,2559,5,5,3075,5,5,23,23,23,23,23,23,2,2,2,2,2,2,2302.0,23.0,3564.0,2.0,Conthey,2.0,460,5.0,1,2.0,1
6022,2294,5,5, , , ,2480,5,5,2759,5,5,2963,5,5,3721,5,5,23,23,23,23,23,23,2,2,2,2,2,2,2302.0,23.0,4178.0,2.0,Conthey,2.0, ,4.0, ,2.0, 
6023,5853,6,6,6218,6,6,6319,6,6,6875,6,6,7246,6,6,8672,6,6,23,23,23,23,23,23,2,2,2,2,2,2,2302.0,23.0,8983.0,2.0,Conthey,2.0, ,3.0,1,2.0,1
6024,4964,5,5,5300,6,6,5482,6,6,5578,6,6,5861,6,6,6473,6,6,23,23,23,23,23,23,2,2,2,2,2,2,2302.0,23.0,6943.0,2.0,Conthey,2.0, ,3.0, ,2.0, 
6025,3328,5,5,3700,5,5,3808,5,5,4021,5,5,4439,5,5,6134,6,6,23,23,23,23,23,23,2,2,2,2,2,2,2302.0,23.0,6510.0,2.0,Conthey,2.0, ,1.0, ,2.0, 
6031,5107,6,6,5200,6,6,5871,6,6,6955,6,6,7467,6,6,8072,6,6,23,23,23,23,23,23,2,2,2,2,2,2,,,,,,, ,, ,, 
6032,200,1,1, , , ,206,1,1,201,1,1,180,1,1,182,1,1,23,23,23,23,23,23,2,2,2,2,2,2,2303.0,23.0,218.0,2.0,Entremont,2.0,11,99.0,1,2.0,1
6033,620,3,3,650,3,3,695,3,3,697,3,3,758,3,3,754,3,3,23,23,23,23,23,23,2,2,2,2,2,2,2303.0,23.0,745.0,2.0,Entremont,0.0, ,0.0, ,0.0, 
6034,2542,5,5,2531,5,5, , , ,2741,5,5,2944,5,5,3218,5,5,23,23,23,23,23,23,2,2, ,2,2,2,2303.0,23.0,3237.0,2.0,Entremont,0.0,1,2.0,1,2.0,1
6035,750,3,3,750,3,3,833,3,3,825,3,3,848,3,3,1011,4,4,23,23,23,23,23,23,2,2,2,2,2,2,2303.0,23.0,1050.0,2.0,Entremont,2.0, ,2.0,3,2.0,2
6036,1206,4,4,1300,4,4,1341,4,4,1435,4,4,1520,4,4,1942,4,4,23,23,23,23,23,23,2,2,2,2,2,2,,,,,,, ,,2,,5
6051,40,1,1, , , , , , , , , , , , , , , ,23,23,23, , , ,1,1, ,1, , ,,,,,,, ,, ,, 
6052,310,2,2, , , ,462,2,2,439,2,2,447,2,2,395,2,2,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,338.0,1.0,Goms,2.0,2,99.0,4,2.0,2
6053,58,1,1,65,1,1,62,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1, , , ,,,,,,, ,, ,, 
6054,163,1,1,170,1,1,182,1,1,153,1,1,147,1,1,144,1,1,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,128.0,1.0,Goms,2.0,3,2.0,1,2.0,2
6055,82,1,1, , , , , , ,72,1,1,78,1,1, , , ,23,23,23,23,23, ,1,1, ,1,1, ,,,,,,, ,, ,, 
6056,390,2,2,438,2,2,415,2,2,532,3,3,518,3,3,509,3,3,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,528.0,1.0,Goms,2.0,2,2.0,1,2.0,2
6057,947,3,3,950,3,3,1022,4,4,1007,4,4,955,3,3,901,3,3,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,925.0,1.0,Goms,2.0,4,2.0,1,2.0,1
6058,245,1,1,263,2,2,266,2,2,297,2,2,287,2,2,321,2,2,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,351.0,1.0,Goms,2.0, ,4.0, ,99.0, 
6059,76,1,1,80,1,1,92,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
6060,158,1,1, , , , , , , , , , , , , , , ,23,23,23, , , ,1,1, ,1, , ,,,,,,, ,, ,, 
6061,307,2,2,328,2,2,320,2,2,314,2,2,299,2,2,295,2,2,23,23,23,23,23,23,1,1,1,1,1,1,2304.0,23.0,333.0,1.0,Goms,0.0, ,0.0,1,0.0,1
6062,59,1,1,61,1,1,73,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
6063,429,2,2,420,2,2,466,2,2, , , , , , , , , ,23,23,23, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
6064,64,1,1,88,1,1,84,1,1,54,1,1,44,1,1, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6065,197,1,1, , , ,247,1,1,215,1,1, , , , , , ,23,23,23,23, , ,1,1,1,1, , ,,,,,,, ,, ,, 
6066,252,2,2, , , ,292,2,2,280,2,2, , , , , , ,23,23,23,23, , ,1,1,1,1, , ,,,,,,, ,, ,, 
6067,355,2,2,385,2,2,416,2,2, , , , , , , , , ,23,23,23, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
6068,84,1,1,105,1,1,97,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1, , , ,,,,,,, ,, ,, 
6069,52,1,1,61,1,1,62,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1, , , ,,,,,,, ,, ,, 
6070,36,1,1, , , ,50,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1,1, , ,,,,,,, ,, ,, 
6071,219,1,1,215,1,1,256,2,2,224,1,1, , , , , , ,23,23,23,23, , ,1,1,1,1, , ,,,,,,, ,, ,, 
6073, , , , , , , , , ,197,1,1,198,1,1, , , , , , ,23,23, , , , ,1,1, ,,,,,,, ,, ,, 
6074, , , , , , , , , ,496,2,2,500,3,3, , , , , , ,23,23, , , , ,1,1, ,,,,,,, ,, ,, 
6075, , , , , , , , , ,512,3,3,504,3,3, , , , , , ,23,23, , , , ,1,1, ,,,,,,, ,, ,, 
6076, , , , , , , , , , , , ,718,3,3,650,3,3, , , , ,23,23, , , , ,1,1,2304.0,23.0,640.0,1.0,Goms,2.0,2,2.0,1,2.0,1
6077, , , , , , , , , , , , , , , ,1204,4,4, , , , , ,23, , , , , ,1,2304.0,23.0,1142.0,1.0,Goms,1.0,1,3.0,2,2.0, 
6081,237,1,1,240,1,1,267,2,2,334,2,2,337,2,2, , , ,23,23,23,23,23, ,2,2,2,2,2, ,,,,,,, ,, ,, 
6082,2759,5,5,2950,5,5,3080,5,5,3298,5,5,3501,5,5,3936,5,5,23,23,23,23,23,23,2,2,2,2,2,2,2305.0,23.0,4247.0,2.0,Hérens,2.0, ,4.0,3,2.0,2
6083,1465,4,4, , , , , , ,1646,4,4,1671,4,4,1697,4,4,23,23,23,23,23,23,2,2, ,2,2,2,2305.0,23.0,1655.0,2.0,Hérens,1.0,2,2.0,2,2.0,4
6084,1225,4,4, , , , , , ,1307,4,4,1324,4,4,1377,4,4,23,23,23,23,23,23,2,2, ,2,2,2,2305.0,23.0,1488.0,2.0,Hérens,2.0,1,2.0,2,2.0,2
6085,229,1,1, , , ,206,1,1,234,1,1,222,1,1, , , ,23,23,23,23,23, ,2,2,2,2,2, ,,,,,,, ,, ,, 
6086,400,2,2,400,2,2,411,2,2,416,2,2,452,2,2, , , ,23,23,23,23,23, ,2,2,2,2,2, ,,,,,,, ,, ,, 
6087,914,3,3,960,3,3,964,3,3,961,3,3,938,3,3,837,3,3,23,23,23,23,23,23,2,2,2,2,2,2,2305.0,23.0,832.0,2.0,Hérens,2.0, ,1.0,2,2.0,5
6088,177,1,1,153,1,1,163,1,1,151,1,1,184,1,1, , , ,23,23,23,23,23, ,2,2,2,2,2, ,,,,,,, ,, ,, 
6089,1109,4,4, , , , , , ,1485,4,4,1602,4,4,1812,4,4,23,23,23,23,23,23,2,2, ,2,2,2,2305.0,23.0,1854.0,2.0,Hérens,1.0, ,2.0, ,2.0, 
6090, , , , , , , , , , , , , , , ,1056,4,4, , , , , ,23, , , , , ,2,2305.0,23.0,1112.0,2.0,Hérens,2.0,2,-99.0,5,2.0,3
6101,673,3,3, , , ,804,3,3,769,3,3,772,3,3,763,3,3,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,709.0,1.0,Leuk,2.0, ,3.0, ,2.0, 
6102,242,1,1,256,2,2,290,2,2,278,2,2,278,2,2,241,1,1,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,253.0,1.0,Leuk,0.0, ,99.0, ,99.0, 
6103,495,2,2,524,3,3,521,3,3,478,2,2, , , , , , ,23,23,23,23, , ,1,1,1,1, , ,,,,,,, ,, ,, 
6104,162,1,1, , , ,173,1,1,191,1,1,192,1,1,186,1,1,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,179.0,1.0,Leuk,1.0, ,1.0, ,1.0, 
6105,288,2,2, , , ,323,2,2,301,2,2,294,2,2, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6106,88,1,1, , , ,94,1,1, , , , , , , , , ,23,23,23, , , ,1,1,1, , , ,,,,,,, ,, ,, 
6107,1124,4,4,1140,4,4, , , ,1335,4,4, , , , , , ,23,23,23,23, , ,1,1, ,1, , ,,,,,,, ,, ,, 
6108,319,2,2,330,2,2,359,2,2, , , , , , , , , ,23,23,23, , , ,1,1,1, , , ,,,,,,, ,, ,, 
6109,87,1,1,95,1,1,113,1,1,82,1,1,103,1,1,110,1,1,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,116.0,1.0,Leuk,0.0,1,0.0,1,0.0,1
6110,3253,5,5,3253,5,5,3338,5,5,3452,5,5,3449,5,5,3946,5,5,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,4134.0,1.0,Leuk,2.0, ,4.0,2,2.0,1
6111,1442,4,4, , , , , , ,1606,4,4,1590,4,4,1429,4,4,23,23,23,23,23,23,1,1, ,1,1,1,2306.0,23.0,1295.0,1.0,Leuk,2.0,1,2.0,2,99.0,2
6112,126,1,1,126,1,1,144,1,1,134,1,1,130,1,1,123,1,1,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,127.0,1.0,Leuk,0.0,1,0.0,1,0.0,1
6113,1175,4,4,1200,4,4,1268,4,4,1324,4,4,1337,4,4,1469,4,4,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,1659.0,1.0,Leuk,0.0,4,0.0,1,0.0,2
6114,848,3,3, , , ,1034,4,4,1047,4,4,988,3,3, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6115,150,1,1,165,1,1,154,1,1,161,1,1,163,1,1, , , ,23,23,23,23,23, ,1,1,1,1,1, ,,,,,,, ,, ,, 
6116,622,3,3,650,3,3,672,3,3,619,3,3,622,3,3,619,3,3,23,23,23,23,23,23,1,1,1,1,1,1,2306.0,23.0,692.0,1.0,Leuk,0.0,1,0.0,1,0.0,1
