gemid,GSB88_pop,GSB88_pop_8,GSB88_pop_10,GSB94_pop,GSB94_pop_8,GSB94_pop_10,GSB98_pop,GSB98_pop_8,GSB98_pop_10,GSB05_pop,GSB05_pop_8,GSB05_pop_10,GSB09_pop,GSB09_pop_8,GSB09_pop_10,GSB17_pop,GSB17_pop_8,GSB17_pop_10,GSB88_kant,GSB94_kant,GSB98_kant,GSB05_kant,GSB09_kant,GSB17_kant,GSB88_spr,GSB94_spr,GSB98_spr,GSB05_spr,GSB09_spr,GSB17_spr,GSB23_bez,GSB23_kant,GSB23_pop,GSB23_spr,GSB23_bezname,GSB23_Q52,GSB17_Q58,GSB23_Q9,GSB17_Q7,GSB23_Q7,GSB17_Q6
5649,1628,4,4,1670,4,4,1624,4,4,1662,4,4,1707,4,4,1865,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2227.0,22.0,1890.0,2.0,Morges,2.0, ,5.0, ,1.0, 
5650,95,1,1,117,1,1,119,1,1,160,1,1,173,1,1,199,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2227.0,22.0,185.0,2.0,Morges,0.0, ,0.0, ,0.0, 
5651,496,2,2, , , , , , ,644,3,3,658,3,3,845,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2229.0,22.0,982.0,2.0,Ouest lausannois,2.0,1,99.0,2,1.0,3
5652,279,2,2, , , , , , ,562,3,3,550,3,3,594,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2227.0,22.0,615.0,2.0,Morges,2.0,1,99.0,2,1.0,1
5653,528,3,3,554,3,3, , , ,709,3,3,748,3,3,843,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2227.0,22.0,884.0,2.0,Morges,0.0, ,0.0, ,0.0, 
5654,383,2,2, , , , , , ,408,2,2,409,2,2,460,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2227.0,22.0,561.0,2.0,Morges,2.0,1,99.0,5,99.0,1
5655,912,3,3,904,3,3,947,3,3,989,3,3,1034,4,4,1381,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2227.0,22.0,1511.0,2.0,Morges,2.0,1,99.0,2,1.0,3
5661,182,1,1, , , ,208,1,1,230,1,1,285,2,2,368,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2223.0,22.0,382.0,2.0,Gros-de-Vaud,0.0,1,3.0,2,1.0,3
5662,142,1,1,138,1,1,145,1,1,169,1,1,166,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5663,193,1,1,187,1,1,185,1,1,193,1,1,188,1,1,208,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,246.0,2.0,Broye-Vully,2.0, ,4.0, ,2.0, 
5664,287,2,2, , , ,304,2,2,345,2,2,390,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5665,200,1,1, , , ,207,1,1,205,1,1,209,1,1,223,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,218.0,2.0,Broye-Vully,1.0,1,2.0,3,1.0,1
5666,135,1,1,161,1,1,158,1,1,165,1,1,157,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5667,98,1,1, , , , , , ,98,1,1,98,1,1, , , ,22,22,22,22,22, ,2,2, ,2,2, ,,,,,,, ,, ,, 
5668,49,1,1, , , ,50,1,1,59,1,1,53,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5669,252,2,2,280,2,2, , , ,281,2,2,308,2,2,309,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2222.0,22.0,290.0,2.0,Broye-Vully,2.0, ,2.0,1,1.0,1
5670,134,1,1,139,1,1,125,1,1,130,1,1,141,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5671,227,1,1, , , ,228,1,1,247,1,1,239,1,1,242,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,248.0,2.0,Broye-Vully,1.0,1,4.0, ,1.0, 
5672,131,1,1,153,1,1,150,1,1,147,1,1,157,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5673,296,2,2,260,2,2,270,2,2,318,2,2,335,2,2,379,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,371.0,2.0,Broye-Vully,0.0,1,0.0,1,0.0,1
5674,121,1,1,123,1,1,133,1,1,147,1,1,137,1,1,143,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,143.0,2.0,Broye-Vully,1.0,6,-99.0,1,-99.0,1
5675,2320,5,5, , , ,2153,5,5,2217,5,5,2301,5,5,4063,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,4414.0,2.0,Broye-Vully,0.0, ,0.0, ,0.0, 
5676,56,1,1, , , ,66,1,1,65,1,1,72,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5677,77,1,1,80,1,1,77,1,1,74,1,1,73,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5678,4336,5,5,4460,5,5,4303,5,5,4365,5,5,4624,5,5,6114,6,6,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,6124.0,2.0,Broye-Vully,2.0, ,99.0, ,2.0, 
5679,114,1,1,120,1,1,121,1,1,132,1,1,134,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5680,204,1,1,209,1,1,219,1,1,255,2,2,247,1,1,295,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2223.0,22.0,324.0,2.0,Gros-de-Vaud,2.0,1,99.0,1,99.0,1
5681,57,1,1,50,1,1,60,1,1,50,1,1,51,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5682,126,1,1, , , ,106,1,1,147,1,1,155,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5683,120,1,1,132,1,1,130,1,1,129,1,1,140,1,1,166,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,220.0,2.0,Broye-Vully,0.0,1,99.0, ,99.0,1
5684,46,1,1,46,1,1,51,1,1,54,1,1,56,1,1,60,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,92.0,2.0,Broye-Vully,2.0, ,99.0, ,99.0, 
5685,388,2,2,406,2,2,409,2,2,432,2,2,451,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5686,62,1,1,60,1,1,68,1,1,62,1,1,76,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5687,218,1,1,215,1,1,215,1,1,225,1,1,230,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5688,107,1,1,110,1,1,139,1,1,140,1,1,127,1,1,146,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,163.0,2.0,Broye-Vully,0.0, ,0.0, ,0.0, 
5689,506,3,3,530,3,3,574,3,3,611,3,3,643,3,3, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5690,134,1,1,130,1,1,127,1,1,134,1,1,149,1,1,143,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,138.0,2.0,Broye-Vully,2.0,1,99.0,2,2.0,3
5691,153,1,1,169,1,1,176,1,1,185,1,1,190,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5692,428,2,2,430,2,2,413,2,2,493,2,2,516,3,3,557,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,635.0,2.0,Broye-Vully,0.0, ,0.0, ,0.0, 
5693, , , , , , , , , , , , , , , ,2493,5,5, , , , , ,22, , , , , ,2,2223.0,22.0,2819.0,2.0,Gros-de-Vaud,0.0, ,0.0, ,0.0, 
5701,109,1,1,125,1,1,130,1,1,118,1,1,124,1,1,222,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,243.0,2.0,Nyon,2.0, ,99.0, ,99.0, 
5702,1446,4,4, , , , , , ,2006,5,5,2180,5,5,2629,5,5,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,2960.0,2.0,Nyon,2.0, ,1.0, ,1.0, 
5703,709,3,3,716,3,3,742,3,3,960,3,3,1122,4,4,1316,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1486.0,2.0,Nyon,0.0, ,99.0, ,99.0, 
5704,1184,4,4,1225,4,4, , , ,1365,4,4,1608,4,4,1884,4,4,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,1941.0,2.0,Nyon,0.0,2,0.0,99,0.0,1
5705,736,3,3,850,3,3,856,3,3,913,3,3,937,3,3,898,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,932.0,2.0,Nyon,0.0, ,0.0, ,0.0, 
5706,751,3,3,800,3,3,858,3,3,894,3,3,904,3,3,1121,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1139.0,2.0,Nyon,2.0,1,99.0,1,1.0,1
5707,986,3,3, , , ,1107,4,4,1053,4,4,1036,4,4,1305,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1340.0,2.0,Nyon,0.0,1,-99.0,2,-99.0,1
5708,317,2,2,350,2,2,413,2,2,425,2,2,458,2,2,938,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1014.0,2.0,Nyon,0.0,2,99.0,3,1.0,2
5709,748,3,3, , , ,984,3,3,1174,4,4,1222,4,4,1237,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1245.0,2.0,Nyon,2.0,4,99.0,1,1.0,1
5710,338,2,2, , , ,367,2,2,344,2,2,396,2,2,491,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,498.0,2.0,Nyon,2.0,1,2.0,3,1.0,3
5711,2026,5,5, , , ,2487,5,5,2646,5,5,2715,5,5,2824,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,2976.0,2.0,Nyon,1.0,1,99.0,5,1.0,5
5712,1827,4,4,2232,5,5, , , ,2595,5,5,2962,5,5,3151,5,5,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,3206.0,2.0,Nyon,2.0,2,3.0,3,1.0,2
5713,1593,4,4,1770,4,4, , , ,2018,5,5,2045,5,5,2191,5,5,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,2363.0,2.0,Nyon,0.0, ,-99.0, ,-99.0, 
5714,512,3,3,549,3,3,649,3,3,874,3,3,1095,4,4,1201,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1236.0,2.0,Nyon,2.0,1,3.0,2,1.0,5
5715,642,3,3,776,3,3,887,3,3,983,3,3,1055,4,4,1070,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1113.0,2.0,Nyon,2.0, ,99.0, ,1.0, 
5716,769,3,3,826,3,3,851,3,3,925,3,3,1020,4,4,1521,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1775.0,2.0,Nyon,1.0,1,99.0,3,99.0,1
5717,1775,4,4,2155,5,5,2463,5,5,2878,5,5,3139,5,5,3718,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,3775.0,2.0,Nyon,2.0,2,-99.0,1,-99.0,1
5718,1316,4,4,1427,4,4, , , ,1590,4,4,1744,4,4,1930,4,4,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,2020.0,2.0,Nyon,0.0,1,0.0, ,0.0,2
5719,928,3,3,1000,4,4,1062,4,4,1044,4,4,1134,4,4,1210,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1266.0,2.0,Nyon,2.0, ,5.0, ,1.0, 
5720,704,3,3, , , ,829,3,3,854,3,3,922,3,3,1020,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1021.0,2.0,Nyon,0.0, ,0.0, ,0.0, 
5721,7109,6,6,7500,6,6,8774,6,6,10597,7,7,11324,7,7,12992,7,7,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,13664.0,2.0,Nyon,2.0, ,4.0,1,1.0,1
5722,223,1,1, , , ,264,2,2,333,2,2,348,2,2,380,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,399.0,2.0,Nyon,2.0,1,99.0,1,99.0,5
5723,1227,4,4,1418,4,4,1450,4,4,1642,4,4,1774,4,4,1989,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,2236.0,2.0,Nyon,2.0, ,5.0, ,1.0, 
5724,14747,7,7, , , ,15599,7,7,16807,7,7,18269,7,7,20268,8,8,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,22465.0,2.0,Nyon,2.0, ,2.0, ,1.0, 
5725,2559,5,5, , , ,2862,5,5,3421,5,5,3801,5,5,4061,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,4278.0,2.0,Nyon,0.0, ,0.0, ,0.0, 
5726,667,3,3,740,3,3,909,3,3,988,3,3,1061,4,4,1157,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1200.0,2.0,Nyon,2.0, ,99.0,1,1.0,1
5727,1332,4,4,1550,4,4, , , ,1786,4,4,1925,4,4,2497,5,5,22,22,22,22,22,22,2,2, ,2,2,2,2228.0,22.0,2788.0,2.0,Nyon,0.0,1,99.0,5,99.0,1
5728,304,2,2,344,2,2,332,2,2,416,2,2,436,2,2,542,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,586.0,2.0,Nyon,2.0,1,5.0,1,1.0,5
5729,1003,4,4, , , ,1190,4,4,1367,4,4,1540,4,4,1552,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1721.0,2.0,Nyon,2.0,3,99.0,1,99.0,1
5730,870,3,3,890,3,3,1059,4,4,1195,4,4,1367,4,4,1445,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1430.0,2.0,Nyon,0.0,1,4.0,1,1.0,1
5731,682,3,3, , , ,929,3,3,1046,4,4,1192,4,4,1265,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1403.0,2.0,Nyon,0.0, ,0.0, ,0.0, 
5732,551,3,3,630,3,3,710,3,3,703,3,3,735,3,3,980,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2228.0,22.0,1160.0,2.0,Nyon,2.0,1,4.0,1,1.0,2
5741,190,1,1, , , , , , ,243,1,1,252,2,2,240,1,1,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,260.0,2.0,Jura-Nord vaudois,2.0, ,99.0,1,2.0,1
5742,214,1,1, , , ,236,1,1,231,1,1,256,2,2,291,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,379.0,2.0,Jura-Nord vaudois,0.0,1,0.0,1,0.0,1
5743,546,3,3,546,3,3, , , ,536,3,3,577,3,3,630,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,691.0,2.0,Jura-Nord vaudois,0.0,1,99.0,1,99.0,1
5744,885,3,3,906,3,3,905,3,3,867,3,3,907,3,3,1113,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,1153.0,2.0,Jura-Nord vaudois,2.0,1,4.0,1,1.0,1
5745,867,3,3, , , ,968,3,3,960,3,3,986,3,3,1057,4,4,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,1135.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5746,496,2,2,576,3,3,703,3,3,708,3,3,729,3,3,940,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,1010.0,2.0,Jura-Nord vaudois,2.0,3,1.0,1,2.0,1
5747,172,1,1,169,1,1,168,1,1,162,1,1,172,1,1,188,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,203.0,2.0,Jura-Nord vaudois,2.0,9,-99.0,1,-99.0,1
5748,171,1,1,195,1,1,207,1,1,225,1,1,203,1,1,258,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,264.0,2.0,Jura-Nord vaudois,0.0,1,0.0,1,0.0,2
5749,2323,5,5, , , ,2546,5,5,2936,5,5,3387,5,5,4832,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,5395.0,2.0,Jura-Nord vaudois,2.0,5,-99.0,2,2.0,4
5750,150,1,1, , , ,152,1,1,153,1,1,165,1,1,176,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,186.0,2.0,Jura-Nord vaudois,2.0,1,2.0,2,2.0,1
5751,321,2,2,311,2,2,305,2,2,299,2,2,322,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5752,258,2,2,259,2,2,274,2,2,302,2,2,307,2,2,351,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,386.0,2.0,Jura-Nord vaudois,2.0, ,5.0, ,2.0, 
5754,240,1,1, , , , , , ,254,2,2,270,2,2,303,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,347.0,2.0,Jura-Nord vaudois,0.0,1,0.0, ,2.0,2
5755,292,2,2,312,2,2,330,2,2,360,2,2,394,2,2,405,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,447.0,2.0,Jura-Nord vaudois,2.0, ,99.0, ,1.0, 
5756,314,2,2,350,2,2,376,2,2,394,2,2,411,2,2,471,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,496.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5757,5084,6,6,4654,5,5,4702,5,5,5147,6,6,5822,6,6,6902,6,6,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,7613.0,2.0,Jura-Nord vaudois,0.0, ,0.0,1,0.0,1
5758,120,1,1,130,1,1,124,1,1,138,1,1,152,1,1,159,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,183.0,2.0,Jura-Nord vaudois,0.0, ,0.0, ,0.0, 
5759,194,1,1,208,1,1,217,1,1,217,1,1,187,1,1,196,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,236.0,2.0,Jura-Nord vaudois,2.0, ,99.0, ,99.0, 
5760,409,2,2,420,2,2,395,2,2,450,2,2,438,2,2,472,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,521.0,2.0,Jura-Nord vaudois,0.0,1,0.0,1,0.0,2
5761,428,2,2,415,2,2,403,2,2,442,2,2,465,2,2,547,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,559.0,2.0,Jura-Nord vaudois,2.0,1,3.0,1,99.0,1
5762,81,1,1,90,1,1,94,1,1,108,1,1,131,1,1,140,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,140.0,2.0,Jura-Nord vaudois,2.0,1,99.0, ,2.0,3
5763,400,2,2, , , , , , ,497,2,2,487,2,2,625,3,3,22,22,22,22,22,22,2,2, ,2,2,2,2224.0,22.0,606.0,2.0,Jura-Nord vaudois,1.0, ,99.0,1,99.0,1
5764,3271,5,5,3290,5,5,3102,5,5,3121,5,5,3279,5,5,3750,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,3958.0,2.0,Jura-Nord vaudois,2.0,3,-99.0,1,2.0,1
5765,431,2,2,433,2,2,446,2,2,450,2,2,459,2,2,492,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,483.0,2.0,Jura-Nord vaudois,2.0, ,99.0,1,2.0,1
5766,320,2,2,380,2,2,411,2,2,457,2,2,482,2,2,562,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2224.0,22.0,592.0,2.0,Jura-Nord vaudois,0.0, ,-99.0, ,-99.0, 
5781,44,1,1, , , ,62,1,1,64,1,1,74,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5782,664,3,3,727,3,3,767,3,3,790,3,3,923,3,3, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5783,367,2,2,375,2,2,411,2,2,439,2,2,477,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5784,129,1,1,153,1,1,160,1,1,142,1,1,165,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5785,380,2,2,380,2,2,394,2,2,429,2,2,409,2,2,427,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,483.0,2.0,Broye-Vully,2.0,3,99.0,1,99.0,5
5786,512,3,3,500,3,3,631,3,3,664,3,3,696,3,3, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5787,315,2,2,332,2,2,324,2,2,341,2,2,336,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5788,236,1,1,277,2,2,262,2,2,261,2,2,275,2,2,335,2,2,22,22,22,22,22,22,2,2,2,2,2,2,,,,,,,1,,1,,1
5789,221,1,1,229,1,1,234,1,1,284,2,2,317,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5790,295,2,2,318,2,2,315,2,2,423,2,2,430,2,2,449,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2226.0,22.0,546.0,2.0,Lavaux-Oron,0.0,2,0.0,1,0.0,1
5791,898,3,3,896,3,3,934,3,3,1046,4,4,1067,4,4, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5792,302,2,2,300,2,2,329,2,2,458,2,2,521,3,3,621,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2226.0,22.0,661.0,2.0,Lavaux-Oron,1.0,1,99.0,1,1.0,1
5793,1118,4,4, , , ,1166,4,4,1224,4,4,1370,4,4, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5794,169,1,1,205,1,1,196,1,1,268,2,2,286,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5795,1031,4,4,1040,4,4,1023,4,4,1146,4,4,1283,4,4, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5796,249,1,1, , , ,286,2,2,335,2,2,364,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5797,62,1,1,64,1,1,65,1,1, , , , , , , , , ,22,22,22, , , ,2,2,2,2, , ,,,,,,, ,, ,, 
5798,325,2,2, , , ,351,2,2,361,2,2,361,2,2,439,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,527.0,2.0,Broye-Vully,0.0, ,99.0, ,99.0, 
5799,607,3,3, , , , , , ,1048,4,4,1072,4,4,1919,4,4,22,22,22,22,22,22,2,2, ,2,2,2,2226.0,22.0,2138.0,2.0,Lavaux-Oron,0.0,1,0.0,4,0.0,2
5800,101,1,1,96,1,1, , , ,121,1,1,127,1,1, , , ,22,22,22,22,22, ,2,2, ,2,2, ,,,,,,, ,, ,, 
5801,149,1,1,155,1,1,173,1,1,173,1,1,215,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5802,95,1,1,94,1,1,98,1,1,127,1,1,127,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5803,352,2,2, , , ,383,2,2,440,2,2,433,2,2,466,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,633.0,2.0,Broye-Vully,2.0,1,4.0,1,1.0,5
5804, , , , , , , , , , , , , , , ,1542,4,4, , , , , ,22, , , , , ,2,2223.0,22.0,1563.0,2.0,Gros-de-Vaud,2.0, ,2.0, ,2.0, 
5805, , , , , , , , , , , , , , , ,5424,6,6, , , , , ,22, , , , , ,2,2226.0,22.0,6114.0,2.0,Lavaux-Oron,2.0,1,99.0,3,2.0,1
5806, , , , , , , , , , , , , , , ,2815,5,5, , , , , ,22, , , , , ,2,2226.0,22.0,3104.0,2.0,Lavaux-Oron,2.0,1,99.0,1,2.0, 
5811,56,1,1, , , ,68,1,1,54,1,1,46,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5812,98,1,1,109,1,1,109,1,1,116,1,1,120,1,1,130,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,169.0,2.0,Broye-Vully,2.0,1,99.0,2,99.0,3
5813,299,2,2,330,2,2,341,2,2,395,2,2,397,2,2,446,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,519.0,2.0,Broye-Vully,2.0, ,99.0,2,2.0,1
5814,305,2,2, , , ,308,2,2,275,2,2,289,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5815,344,2,2,338,2,2,360,2,2,386,2,2,377,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5816,1412,4,4,1500,4,4,1578,4,4,1807,4,4,1875,4,4,2381,5,5,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,2844.0,2.0,Broye-Vully,2.0,1,3.0,2,2.0,2
5817,704,3,3,743,3,3,760,3,3,776,3,3,762,3,3,890,3,3,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,1000.0,2.0,Broye-Vully,0.0,2,99.0,1,99.0,1
5818,1165,4,4, , , ,1203,4,4,1183,4,4,1198,4,4, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5819,264,2,2,263,2,2, , , ,242,1,1,236,1,1,334,2,2,22,22,22,22,22,22,2,2, ,2,2,2,2222.0,22.0,412.0,2.0,Broye-Vully,0.0, ,0.0,1,0.0,2
5820,149,1,1,152,1,1,139,1,1,150,1,1,148,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5821,265,2,2,286,2,2,293,2,2,279,2,2,315,2,2,359,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,387.0,2.0,Broye-Vully,0.0,4,0.0,1,0.0,2
5822,7393,6,6, , , ,7296,6,6,7685,6,6,8192,6,6,9484,6,6,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,10342.0,2.0,Broye-Vully,2.0, ,2.0, ,2.0, 
5823,51,1,1,50,1,1,50,1,1,45,1,1, , , , , , ,22,22,22,22, , ,2,2,2,2, , ,,,,,,, ,, ,, 
5824,146,1,1, , , ,145,1,1,139,1,1,152,1,1, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5825,120,1,1,128,1,1,142,1,1,151,1,1, , , , , , ,22,22,22,22, , ,2,2,2,2, , ,,,,,,, ,, ,, 
5826,229,1,1,270,2,2,281,2,2,280,2,2,287,2,2, , , ,22,22,22,22,22, ,2,2,2,2,2, ,,,,,,, ,, ,, 
5827,257,2,2, , , ,237,1,1,234,1,1,247,1,1,262,2,2,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,300.0,2.0,Broye-Vully,0.0, ,0.0,3,0.0,3
5828,115,1,1,127,1,1,133,1,1,121,1,1,114,1,1,131,1,1,22,22,22,22,22,22,2,2,2,2,2,2,2222.0,22.0,105.0,2.0,Broye-Vully,0.0, ,-99.0, ,1.0, 
